19,30,37,-0.06,0.01,1.02,-0.63,-3.29,-0.77,79.23
19,30,38,-0.06,0.01,1.02,-0.63,-3.36,-0.70,79.20
19,30,39,-0.10,0.01,1.03,-0.42,-3.85,0.00,79.12
19,30,40,-0.06,0.01,1.02,-0.63,-3.29,-0.63,79.21
19,30,42,-0.06,0.01,1.01,-0.63,-3.36,-0.70,79.12
19,30,43,-0.06,0.01,1.00,-0.84,-3.29,-0.63,79.05
19,30,44,-0.06,0.01,1.02,-1.05,-3.29,-0.70,79.03
19,30,45,-0.06,0.01,1.02,-0.70,-3.15,-0.49,79.14
19,30,47,-0.06,0.01,1.02,-0.49,-3.22,-0.70,79.20
19,30,48,-0.05,0.01,1.02,-0.70,-3.22,-0.77,79.03
19,30,49,-0.06,0.01,1.02,-0.84,-3.29,-0.63,79.15
19,30,50,-0.06,0.01,1.01,-0.70,-3.36,-0.63,79.09
19,30,52,-0.06,0.01,1.02,-0.70,-3.29,-0.77,79.14
19,30,53,-0.07,-0.16,0.97,-90.23,-23.73,37.59,79.03
